food_name,food_category,portion_size,portion_unit,calories,protein,fat,carbohydrates,fiber,vitamin_a,vitamin_c,vitamin_d,vitamin_e,calcium,iron,potassium,sodium
quinoa,grain,209.5,g,253.0,9.3,4.0,46.4,5.9,0.0,0.0,0.0,1.3,35.8,3.1,362.7,14.8
bread,grain,37.3,g,97.8,3.3,1.2,18.1,1.0,0.0,0.0,0.0,0.1,18.1,1.3,42.4,181.2
milk,dairy,318.8,g,129.0,10.4,3.1,15.4,0.0,141.2,2.8,3.7,0.2,346.9,0.1,460.5,135.1
sunflower_seed,nut,158.2,g,947.7,34.1,82.8,32.5,14.0,0.0,2.3,0.0,57.1,126.6,8.5,1046.7,14.6
peanut,nut,68.4,g,387.9,17.8,33.5,10.9,5.8,0.0,0.0,0.0,5.7,62.9,3.1,482.3,12.3
pasta,grain,86.9,g,118.2,4.5,1.0,22.6,1.6,0.0,0.0,0.0,0.1,6.3,1.2,39.7,5.4
tomato,vegetable,345.3,g,61.3,3.1,0.7,13.6,4.1,2837.8,46.7,0.0,1.8,34.1,0.9,807.4,17.0
quinoa,grain,133.0,g,157.9,5.8,2.5,29.0,3.7,0.0,0.0,0.0,0.8,22.4,2.0,226.4,9.2
butter,dairy,425.7,g,3062.0,3.8,345.9,0.4,0.0,2921.1,0.0,6.4,9.9,102.5,0.1,102.5,47.0
cheese,dairy,170.2,g,701.8,43.6,57.6,2.3,0.0,462.6,0.0,1.0,0.4,1258.6,1.2,171.1,1084.1
almond,nut,38.6,g,226.3,8.2,19.5,8.6,4.9,0.0,0.0,0.0,10.0,105.2,1.5,286.5,0.4
beef,protein,269.1,g,701.1,72.9,42.1,0.0,0.0,0.0,0.0,0.0,0.3,50.5,7.3,891.7,201.9
cheese,dairy,339.4,g,1390.6,86.5,114.2,4.5,0.0,916.7,0.0,2.1,0.7,2494.1,2.4,339.0,2148.2
yogurt,dairy,240.9,g,147.3,25.0,1.0,9.0,0.0,67.4,1.2,0.2,0.1,274.6,0.2,351.9,89.9
chia_seed,nut,289.2,g,1434.6,50.2,91.5,124.0,101.5,0.0,4.7,0.0,1.5,1862.6,22.8,1201.4,47.2
cheese,dairy,377.7,g,1466.4,91.2,120.4,4.7,0.0,966.7,0.0,2.2,0.8,2630.1,2.5,357.5,2265.3
milk,dairy,193.0,g,83.6,6.8,2.0,9.9,0.0,91.5,1.8,2.4,0.2,224.9,0.1,298.5,87.6
almond,nut,252.2,g,1434.8,52.0,123.9,54.5,31.0,0.0,0.0,0.0,63.5,666.6,9.2,1816.5,2.5
spinach,vegetable,480.8,g,115.7,14.6,2.0,20.1,11.1,2359.5,141.4,0.0,10.2,498.1,13.6,2807.3,397.4
peanut,nut,258.9,g,1465.4,67.2,126.6,41.4,22.0,0.0,0.0,0.0,21.5,237.8,11.8,1822.0,46.5
chia_seed,nut,424.2,g,2044.3,71.5,130.4,176.7,144.7,0.0,6.7,0.0,2.1,2654.2,32.5,1712.0,67.3
broccoli,vegetable,451.3,g,148.6,12.2,1.7,30.6,11.4,2722.6,389.8,0.0,3.4,205.4,3.2,1380.9,144.2
cheese,dairy,55.9,g,233.8,14.5,19.2,0.8,0.0,154.1,0.0,0.3,0.1,419.4,0.4,57.0,361.2
cream,dairy,395.6,g,1405.3,8.7,152.9,11.6,0.0,400.9,2.5,2.1,3.1,268.7,0.2,392.7,177.7
apple,fruit,231.7,g,115.0,0.7,0.4,31.0,5.3,6.6,10.2,0.0,0.4,13.3,0.3,236.6,2.2
cream,dairy,442.7,g,1467.3,9.1,159.7,12.1,0.0,418.6,2.6,2.2,3.3,280.5,0.2,410.0,185.6
oatmeal,grain,126.4,g,81.8,2.9,1.7,14.4,2.0,0.0,0.0,0.0,0.1,58.9,0.7,73.4,58.9
cucumber,vegetable,337.1,g,55.1,2.4,0.3,13.8,1.7,361.5,9.6,0.0,0.1,55.1,1.0,506.1,6.9
peanut,nut,52.0,g,294.2,13.5,25.4,8.3,4.4,0.0,0.0,0.0,4.3,47.7,2.4,365.8,9.3
carrot,vegetable,413.7,g,177.5,3.9,0.9,43.3,12.1,3615.5,25.5,0.0,2.9,142.9,1.3,1385.6,298.8
walnut,nut,475.8,g,2959.6,67.9,294.1,63.4,30.3,0.0,5.9,0.0,3.2,443.5,13.2,1995.7,9.1
egg,protein,403.3,g,651.9,54.7,46.3,4.6,0.0,673.0,0.0,8.4,4.4,235.5,7.4,580.4,521.5
walnut,nut,66.7,g,429.9,9.9,42.7,9.2,4.4,0.0,0.9,0.0,0.5,64.4,1.9,289.9,1.3
bread,grain,89.8,g,237.7,8.1,2.9,44.0,2.4,0.0,0.0,0.0,0.2,44.0,3.2,103.2,440.4
strawberry,fruit,144.6,g,45.1,1.0,0.4,11.3,2.8,1.4,82.8,0.0,0.4,22.5,0.6,215.5,1.4
peanut,nut,423.4,g,2487.5,114.1,215.0,70.2,37.3,0.0,0.0,0.0,36.5,403.6,20.1,3092.9,79.0
almond,nut,45.3,g,272.2,9.9,23.5,10.3,5.9,0.0,0.0,0.0,12.1,126.5,1.7,344.7,0.5
walnut,nut,338.4,g,2198.5,50.4,218.5,47.1,22.5,0.0,4.4,0.0,2.4,329.4,9.8,1482.5,6.7
sunflower_seed,nut,315.6,g,1797.6,64.6,157.0,61.6,26.5,0.0,4.3,0.0,108.3,240.1,16.2,1985.3,27.7
strawberry,fruit,190.1,g,60.5,1.3,0.6,15.1,3.8,1.9,111.1,0.0,0.5,30.2,0.8,289.0,1.9
oatmeal,grain,61.6,g,43.3,1.5,0.9,7.6,1.1,0.0,0.0,0.0,0.1,31.2,0.4,38.9,31.2
orange,fruit,139.6,g,66.1,1.3,0.1,16.9,3.4,316.4,74.8,0.0,0.3,56.3,0.1,254.5,0.0
almond,nut,230.9,g,1307.3,47.4,112.9,49.7,28.2,0.0,0.0,0.0,57.9,607.4,8.4,1655.0,2.3
tofu,protein,170.0,g,126.6,13.3,8.0,3.2,0.5,0.0,0.0,0.0,0.0,216.6,2.3,201.6,11.7
butter,dairy,95.4,g,651.9,0.8,73.6,0.1,0.0,621.9,0.0,1.4,2.1,21.8,0.0,21.8,10.0
bread,grain,31.0,g,84.1,2.9,1.0,15.6,0.9,0.0,0.0,0.0,0.1,15.6,1.1,36.5,155.9
grape,fruit,210.7,g,125.4,1.2,0.4,32.4,1.8,6.1,6.5,0.0,0.4,20.2,0.7,386.4,4.0
yogurt,dairy,134.2,g,76.7,13.0,0.5,4.7,0.0,35.1,0.6,0.1,0.1,142.9,0.1,183.2,46.8
orange,fruit,488.3,g,220.1,4.2,0.5,56.2,11.2,1053.8,249.2,0.0,0.8,187.3,0.5,847.7,0.0
beef,protein,338.1,g,882.5,91.8,52.9,0.0,0.0,0.0,0.0,0.0,0.4,63.5,9.2,1122.5,254.1
yogurt,dairy,271.8,g,157.5,26.7,1.1,9.6,0.0,72.1,1.3,0.3,0.2,293.7,0.2,376.4,96.1
peanut,nut,455.6,g,2663.9,122.2,230.2,75.2,39.9,0.0,0.0,0.0,39.1,432.2,21.5,3312.2,84.6
walnut,nut,308.4,g,1955.9,44.9,194.4,41.9,20.0,0.0,3.9,0.0,2.1,293.1,8.7,1318.9,6.0
pasta,grain,342.3,g,442.3,16.9,3.7,84.4,6.1,0.0,0.0,0.0,0.2,23.6,4.4,148.6,20.3
cucumber,vegetable,444.2,g,70.3,3.1,0.4,17.6,2.2,461.7,12.3,0.0,0.1,70.3,1.2,646.3,8.8
cheese,dairy,264.4,g,1086.6,67.6,89.2,3.5,0.0,716.3,0.0,1.6,0.6,1948.9,1.8,264.9,1678.6
grape,fruit,420.4,g,272.8,2.6,0.9,70.4,4.0,13.2,14.1,0.0,0.8,44.0,1.6,840.5,8.8
broccoli,vegetable,482.3,g,160.8,13.2,1.9,33.1,12.3,2947.2,422.0,0.0,3.7,222.3,3.5,1494.9,156.1
butter,dairy,495.3,g,3637.9,4.6,411.0,0.5,0.0,3470.4,0.0,7.6,11.8,121.8,0.1,121.8,55.8
egg,protein,33.3,g,51.3,4.3,3.6,0.4,0.0,53.0,0.0,0.7,0.3,18.5,0.6,45.7,41.1
salmon,protein,65.4,g,137.2,16.5,7.9,0.0,0.0,98.3,2.6,7.3,2.3,5.9,0.2,239.5,38.9
walnut,nut,42.1,g,284.9,6.5,28.3,6.1,2.9,0.0,0.6,0.0,0.3,42.7,1.3,192.1,0.9
grape,fruit,276.8,g,165.6,1.6,0.5,42.7,2.4,8.0,8.5,0.0,0.5,26.7,1.0,510.1,5.3
sunflower_seed,nut,157.2,g,911.0,32.8,79.6,31.2,13.4,0.0,2.2,0.0,54.9,121.7,8.2,1006.2,14.0
banana,fruit,140.7,g,128.9,1.6,0.4,33.3,3.8,4.3,12.6,0.0,0.1,7.2,0.4,518.6,1.4
rice,grain,389.4,g,497.8,10.3,1.1,107.2,1.5,0.0,0.0,0.0,0.4,38.3,0.8,134.0,3.8
pasta,grain,102.5,g,128.0,4.9,1.1,24.4,1.8,0.0,0.0,0.0,0.1,6.8,1.3,43.0,5.9
yogurt,dairy,305.6,g,178.1,30.2,1.2,10.9,0.0,81.5,1.5,0.3,0.2,332.1,0.2,425.7,108.7
egg,protein,199.6,g,321.6,27.0,22.8,2.3,0.0,332.0,0.0,4.2,2.2,116.2,3.6,286.4,257.3
sunflower_seed,nut,420.7,g,2392.8,86.0,209.0,81.9,35.2,0.0,5.7,0.0,144.1,319.6,21.5,2642.8,36.9
apple,fruit,284.3,g,147.5,0.9,0.6,39.7,6.8,8.5,13.0,0.0,0.5,17.0,0.3,303.5,2.8
almond,nut,179.3,g,1002.9,36.4,86.6,38.1,21.7,0.0,0.0,0.0,44.4,466.0,6.4,1269.7,1.7
cream,dairy,380.1,g,1346.6,8.3,146.5,11.1,0.0,384.2,2.4,2.0,3.0,257.4,0.2,376.2,170.3
peanut,nut,30.7,g,167.6,7.7,14.5,4.7,2.5,0.0,0.0,0.0,2.5,27.2,1.4,208.4,5.3
yogurt,dairy,263.6,g,159.1,27.0,1.1,9.7,0.0,72.8,1.3,0.3,0.2,296.7,0.2,380.3,97.1
broccoli,vegetable,226.0,g,74.8,6.2,0.9,15.4,5.7,1371.2,196.3,0.0,1.7,103.4,1.6,695.5,72.6
beef,protein,418.3,g,1053.7,109.6,63.2,0.0,0.0,0.0,0.0,0.0,0.5,75.9,11.0,1340.3,303.5
quinoa,grain,274.8,g,345.2,12.7,5.5,63.3,8.1,0.0,0.0,0.0,1.8,48.9,4.3,494.8,20.1
chicken_breast,protein,494.1,g,827.9,155.5,18.1,0.0,0.0,30.1,0.0,0.0,1.1,75.3,5.2,1284.4,371.3
almond,nut,149.1,g,885.0,32.1,76.4,33.6,19.1,0.0,0.0,0.0,39.2,411.2,5.7,1120.4,1.5
salmon,protein,151.7,g,305.8,36.8,17.6,0.0,0.0,219.1,5.7,16.2,5.2,13.2,0.5,533.7,86.7
broccoli,vegetable,41.5,g,13.4,1.1,0.2,2.8,1.0,246.0,35.2,0.0,0.3,18.6,0.3,124.8,13.0
cheese,dairy,417.0,g,1646.2,102.4,135.1,5.3,0.0,1085.2,0.0,2.5,0.9,2952.4,2.8,401.3,2542.9
pasta,grain,115.3,g,154.1,5.9,1.3,29.4,2.1,0.0,0.0,0.0,0.1,8.2,1.5,51.8,7.1
chicken_breast,protein,278.1,g,469.2,88.1,10.2,0.0,0.0,17.1,0.0,0.0,0.6,42.7,3.0,727.9,210.4
carrot,vegetable,171.2,g,73.2,1.6,0.4,17.8,5.0,1490.0,10.5,0.0,1.2,58.9,0.5,571.0,123.1
bread,grain,277.4,g,749.0,25.4,9.0,138.5,7.6,0.0,0.0,0.0,0.6,138.5,10.2,325.0,1387.7
orange,fruit,486.0,g,229.2,4.4,0.5,58.5,11.7,1097.2,259.4,0.0,0.9,195.1,0.5,882.6,0.0
tomato,vegetable,121.0,g,22.6,1.1,0.3,5.0,1.5,1046.5,17.2,0.0,0.7,12.6,0.3,297.7,6.3
egg,protein,73.8,g,110.4,9.3,7.8,0.8,0.0,113.9,0.0,1.4,0.7,39.9,1.2,98.3,88.3
apple,fruit,418.1,g,215.0,1.2,0.8,57.9,9.9,12.4,19.0,0.0,0.7,24.8,0.5,442.3,4.1
almond,nut,270.8,g,1589.9,57.7,137.3,60.4,34.3,0.0,0.0,0.0,70.4,738.7,10.2,2012.8,2.7
carrot,vegetable,111.0,g,43.9,1.0,0.2,10.7,3.0,894.2,6.3,0.0,0.7,35.3,0.3,342.7,73.9
broccoli,vegetable,186.3,g,64.9,5.3,0.8,13.4,5.0,1188.3,170.1,0.0,1.5,89.6,1.4,602.7,62.9
chicken_breast,protein,264.8,g,457.2,85.9,10.0,0.0,0.0,16.6,0.0,0.0,0.6,41.6,2.9,709.3,205.0
cucumber,vegetable,293.1,g,45.4,2.0,0.3,11.4,1.4,298.2,8.0,0.0,0.1,45.4,0.8,417.5,5.7
chicken_breast,protein,267.6,g,423.2,79.5,9.2,0.0,0.0,15.4,0.0,0.0,0.6,38.5,2.7,656.6,189.8
walnut,nut,133.1,g,862.8,19.8,85.8,18.5,8.8,0.0,1.7,0.0,0.9,129.3,3.8,581.8,2.6
carrot,vegetable,194.9,g,83.8,1.8,0.4,20.4,5.7,1707.0,12.1,0.0,1.3,67.5,0.6,654.2,141.1
orange,fruit,307.6,g,137.8,2.6,0.3,35.2,7.0,659.5,155.9,0.0,0.5,117.2,0.3,530.5,0.0
bread,grain,442.5,g,1170.7,39.8,14.1,216.5,11.9,0.0,0.0,0.0,1.0,216.5,15.9,508.1,2169.2
chia_seed,nut,263.0,g,1292.4,45.2,82.4,111.7,91.5,0.0,4.3,0.0,1.3,1678.0,20.5,1082.3,42.5
yogurt,dairy,296.6,g,168.2,28.5,1.1,10.3,0.0,77.0,1.4,0.3,0.2,313.6,0.2,402.0,102.6
broccoli,vegetable,141.4,g,47.2,3.9,0.6,9.7,3.6,864.5,123.8,0.0,1.1,65.2,1.0,438.5,45.8
beef,protein,216.2,g,537.9,55.9,32.3,0.0,0.0,0.0,0.0,0.0,0.3,38.7,5.6,684.2,154.9
cream,dairy,413.8,g,1470.7,9.1,160.0,12.1,0.0,419.6,2.6,2.2,3.3,281.2,0.2,410.9,186.0
orange,fruit,288.1,g,129.1,2.5,0.3,33.0,6.6,618.1,146.1,0.0,0.5,109.9,0.3,497.2,0.0
rice,grain,90.0,g,115.9,2.4,0.3,25.0,0.4,0.0,0.0,0.0,0.1,8.9,0.2,31.2,0.9
rice,grain,161.9,g,201.2,4.2,0.5,43.3,0.6,0.0,0.0,0.0,0.2,15.5,0.3,54.2,1.5
beef,protein,337.4,g,871.6,90.6,52.3,0.0,0.0,0.0,0.0,0.0,0.4,62.8,9.1,1108.7,251.0
orange,fruit,130.1,g,63.5,1.2,0.1,16.2,3.2,303.9,71.9,0.0,0.2,54.0,0.1,244.5,0.0
banana,fruit,137.0,g,122.1,1.5,0.4,31.5,3.6,4.1,11.9,0.0,0.1,6.9,0.4,491.0,1.4
chicken_breast,protein,47.1,g,75.2,14.1,1.6,0.0,0.0,2.7,0.0,0.0,0.1,6.8,0.5,116.7,33.7
chicken_breast,protein,475.9,g,818.0,153.7,17.8,0.0,0.0,29.7,0.0,0.0,1.1,74.4,5.2,1269.1,366.9
strawberry,fruit,425.0,g,134.9,3.0,1.3,33.7,8.4,4.2,248.0,0.0,1.2,67.5,1.7,645.2,4.2
cheese,dairy,464.3,g,1801.1,112.0,147.9,5.8,0.0,1187.3,0.0,2.7,0.9,3230.4,3.0,439.1,2782.3
rice,grain,72.6,g,90.1,1.9,0.2,19.4,0.3,0.0,0.0,0.0,0.1,6.9,0.1,24.3,0.7
cream,dairy,291.8,g,1024.4,6.3,111.5,8.4,0.0,292.3,1.8,1.5,2.3,195.8,0.2,286.2,129.6
tomato,vegetable,142.4,g,24.5,1.2,0.3,5.5,1.6,1135.9,18.7,0.0,0.7,13.6,0.4,323.2,6.8
cheese,dairy,227.0,g,947.6,58.9,77.8,3.1,0.0,624.7,0.0,1.4,0.5,1699.6,1.6,231.0,1463.9
almond,nut,38.2,g,217.2,7.9,18.8,8.3,4.7,0.0,0.0,0.0,9.6,100.9,1.4,275.0,0.4
cheese,dairy,259.8,g,1065.1,66.2,87.4,3.4,0.0,702.1,0.0,1.6,0.6,1910.3,1.8,259.6,1645.3
walnut,nut,285.7,g,1905.0,43.7,189.3,40.8,19.5,0.0,3.8,0.0,2.0,285.5,8.5,1284.6,5.8
rice,grain,138.7,g,186.1,3.9,0.4,40.1,0.6,0.0,0.0,0.0,0.2,14.3,0.3,50.1,1.4
spinach,vegetable,375.0,g,89.5,11.3,1.6,15.6,8.6,1824.2,109.3,0.0,7.9,385.1,10.5,2170.3,307.3
strawberry,fruit,32.5,g,10.3,0.2,0.1,2.6,0.6,0.3,18.9,0.0,0.1,5.1,0.1,49.1,0.3
cheese,dairy,450.0,g,1826.6,113.6,149.9,5.9,0.0,1204.1,0.0,2.7,1.0,3276.1,3.1,445.3,2821.7
grape,fruit,485.4,g,294.0,2.8,0.9,75.9,4.3,14.2,15.2,0.0,0.9,47.4,1.7,905.7,9.5
bread,grain,103.8,g,286.6,9.7,3.5,53.0,2.9,0.0,0.0,0.0,0.2,53.0,3.9,124.4,531.0
tomato,vegetable,296.8,g,54.4,2.7,0.6,12.1,3.6,2518.7,41.4,0.0,1.6,30.2,0.8,716.6,15.1
cheese,dairy,278.4,g,1074.4,66.8,88.2,3.5,0.0,708.3,0.0,1.6,0.6,1927.0,1.8,261.9,1659.8
beef,protein,268.4,g,668.4,69.5,40.1,0.0,0.0,0.0,0.0,0.0,0.3,48.1,7.0,850.2,192.5
pasta,grain,139.1,g,188.5,7.2,1.6,36.0,2.6,0.0,0.0,0.0,0.1,10.1,1.9,63.3,8.6
grape,fruit,366.8,g,236.7,2.3,0.8,61.1,3.4,11.5,12.2,0.0,0.7,38.2,1.4,729.0,7.6
chia_seed,nut,383.9,g,1815.6,63.5,115.8,156.9,128.5,0.0,6.0,0.0,1.9,2357.4,28.8,1520.5,59.8
peanut,nut,220.5,g,1256.5,57.6,108.6,35.5,18.8,0.0,0.0,0.0,18.5,203.9,10.1,1562.4,39.9
banana,fruit,138.4,g,127.5,1.6,0.4,32.9,3.7,4.3,12.5,0.0,0.1,7.2,0.4,512.7,1.4
cream,dairy,279.8,g,992.2,6.1,108.0,8.2,0.0,283.1,1.8,1.5,2.2,189.7,0.1,277.2,125.5
strawberry,fruit,383.5,g,117.0,2.6,1.1,29.3,7.3,3.7,215.1,0.0,1.1,58.5,1.5,559.6,3.7
sunflower_seed,nut,26.9,g,155.2,5.6,13.6,5.3,2.3,0.0,0.4,0.0,9.3,20.7,1.4,171.4,2.4
pasta,grain,38.2,g,51.1,2.0,0.4,9.8,0.7,0.0,0.0,0.0,0.0,2.7,0.5,17.2,2.3
rice,grain,81.4,g,108.4,2.3,0.3,23.4,0.3,0.0,0.0,0.0,0.1,8.3,0.2,29.2,0.8
egg,protein,324.9,g,499.8,41.9,35.5,3.5,0.0,516.0,0.0,6.4,3.4,180.6,5.6,445.0,399.9
milk,dairy,460.5,g,191.6,15.5,4.6,22.8,0.0,209.8,4.1,5.5,0.4,515.4,0.1,684.2,200.7
sunflower_seed,nut,492.9,g,3014.9,108.4,263.3,103.2,44.4,0.0,7.2,0.0,181.6,402.7,27.1,3329.8,46.5
pasta,grain,310.7,g,419.5,16.0,3.5,80.1,5.8,0.0,0.0,0.0,0.2,22.4,4.2,140.9,19.2
cucumber,vegetable,482.3,g,74.7,3.3,0.5,18.7,2.3,490.0,13.1,0.0,0.1,74.7,1.3,686.0,9.3
tofu,protein,276.2,g,199.6,21.0,12.6,5.0,0.8,0.0,0.0,0.0,0.0,341.5,3.7,317.8,18.4
quinoa,grain,353.7,g,424.8,15.6,6.7,77.9,9.9,0.0,0.0,0.0,2.2,60.2,5.3,608.8,24.8
walnut,nut,103.9,g,682.0,15.6,67.8,14.6,7.0,0.0,1.4,0.0,0.7,102.2,3.0,459.9,2.1
milk,dairy,438.4,g,180.3,14.6,4.3,21.5,0.0,197.5,3.9,5.2,0.3,485.2,0.1,644.1,188.9
peanut,nut,364.8,g,2010.1,92.2,173.7,56.7,30.1,0.0,0.0,0.0,29.5,326.2,16.2,2499.3,63.8
chicken_breast,protein,254.8,g,425.2,79.9,9.3,0.0,0.0,15.5,0.0,0.0,0.6,38.7,2.7,659.8,190.7
yogurt,dairy,480.8,g,297.0,50.3,2.0,18.1,0.0,135.9,2.5,0.5,0.3,553.8,0.4,709.9,181.2
beef,protein,474.5,g,1227.7,127.7,73.7,0.0,0.0,0.0,0.0,0.0,0.6,88.4,12.8,1561.6,353.6
egg,protein,304.7,g,456.9,38.3,32.4,3.2,0.0,471.6,0.0,5.9,3.1,165.1,5.2,406.8,365.5
cucumber,vegetable,314.3,g,49.8,2.2,0.3,12.5,1.6,326.8,8.7,0.0,0.1,49.8,0.9,457.6,6.2
rice,grain,328.8,g,414.4,8.6,1.0,89.3,1.3,0.0,0.0,0.0,0.4,31.9,0.6,111.6,3.2
orange,fruit,57.6,g,28.1,0.5,0.1,7.2,1.4,134.7,31.9,0.0,0.1,24.0,0.1,108.4,0.0
almond,nut,253.3,g,1514.8,54.9,130.8,57.6,32.7,0.0,0.0,0.0,67.1,703.8,9.7,1917.7,2.6
spinach,vegetable,151.7,g,33.8,4.3,0.6,5.9,3.2,688.3,41.2,0.0,3.0,145.3,4.0,818.9,115.9
banana,fruit,414.3,g,351.2,4.3,1.2,90.8,10.3,11.8,34.3,0.0,0.4,19.7,1.0,1412.8,3.9
chicken_breast,protein,295.8,g,473.4,88.9,10.3,0.0,0.0,17.2,0.0,0.0,0.6,43.0,3.0,734.5,212.3
banana,fruit,202.0,g,180.0,2.2,0.6,46.5,5.3,6.1,17.6,0.0,0.2,10.1,0.5,724.0,2.0
walnut,nut,473.9,g,3119.6,71.6,310.1,66.8,32.0,0.0,6.2,0.0,3.3,467.5,13.9,2103.6,9.5
pasta,grain,132.9,g,177.7,6.8,1.5,33.9,2.4,0.0,0.0,0.0,0.1,9.5,1.8,59.7,8.1
pasta,grain,460.5,g,605.2,23.1,5.1,115.5,8.3,0.0,0.0,0.0,0.3,32.3,6.0,203.3,27.7
quinoa,grain,406.2,g,505.0,18.5,8.0,92.6,11.8,0.0,0.0,0.0,2.7,71.5,6.3,723.8,29.5
cucumber,vegetable,178.1,g,28.5,1.2,0.2,7.1,0.9,186.8,5.0,0.0,0.1,28.5,0.5,261.6,3.6
cheese,dairy,41.3,g,163.3,10.2,13.4,0.5,0.0,107.6,0.0,0.2,0.1,292.8,0.3,39.8,252.2
chia_seed,nut,225.8,g,1071.7,37.5,68.4,92.6,75.9,0.0,3.5,0.0,1.1,1391.5,17.0,897.5,35.3
rice,grain,60.0,g,78.6,1.6,0.2,16.9,0.2,0.0,0.0,0.0,0.1,6.0,0.1,21.2,0.6
chia_seed,nut,241.1,g,1178.1,41.2,75.1,101.8,83.4,0.0,3.9,0.0,1.2,1529.6,18.7,986.6,38.8
strawberry,fruit,225.1,g,69.7,1.5,0.7,17.4,4.4,2.2,128.1,0.0,0.6,34.9,0.9,333.4,2.2
almond,nut,131.6,g,767.5,27.8,66.3,29.2,16.6,0.0,0.0,0.0,34.0,356.6,4.9,971.6,1.3
almond,nut,55.7,g,315.4,11.4,27.2,12.0,6.8,0.0,0.0,0.0,14.0,146.5,2.0,399.3,0.5
carrot,vegetable,486.1,g,198.6,4.4,1.0,48.4,13.6,4043.9,28.6,0.0,3.2,159.8,1.5,1549.7,334.2
apple,fruit,292.6,g,149.0,0.9,0.6,40.1,6.9,8.6,13.2,0.0,0.5,17.2,0.3,306.5,2.9
grape,fruit,392.5,g,244.1,2.4,0.8,63.0,3.5,11.8,12.6,0.0,0.7,39.4,1.4,751.8,7.9
orange,fruit,88.0,g,41.4,0.8,0.1,10.6,2.1,198.2,46.9,0.0,0.2,35.2,0.1,159.4,0.0
walnut,nut,445.1,g,2823.9,64.8,280.7,60.4,28.9,0.0,5.6,0.0,3.0,423.1,12.6,1904.2,8.6
walnut,nut,378.6,g,2590.6,59.4,257.5,55.5,26.5,0.0,5.1,0.0,2.8,388.2,11.5,1746.8,7.9
tofu,protein,394.8,g,301.5,31.7,19.0,7.5,1.2,0.0,0.0,0.0,0.0,515.7,5.6,480.0,27.8
quinoa,grain,97.8,g,122.3,4.5,1.9,22.4,2.9,0.0,0.0,0.0,0.6,17.3,1.5,175.3,7.1
chia_seed,nut,182.5,g,893.6,31.3,57.0,77.2,63.3,0.0,2.9,0.0,0.9,1160.3,14.2,748.4,29.4
rice,grain,261.7,g,340.0,7.1,0.8,73.2,1.0,0.0,0.0,0.0,0.3,26.2,0.5,91.5,2.6
orange,fruit,283.0,g,132.3,2.5,0.3,33.8,6.8,633.6,149.8,0.0,0.5,112.6,0.3,509.7,0.0
strawberry,fruit,232.0,g,71.5,1.6,0.7,17.9,4.5,2.2,131.3,0.0,0.6,35.7,0.9,341.6,2.2
peanut,nut,133.6,g,758.9,34.8,65.6,21.4,11.4,0.0,0.0,0.0,11.1,123.1,6.1,943.6,24.1
cucumber,vegetable,54.5,g,9.1,0.4,0.1,2.3,0.3,59.6,1.6,0.0,0.0,9.1,0.2,83.4,1.1
bread,grain,149.7,g,411.4,14.0,5.0,76.1,4.2,0.0,0.0,0.0,0.3,76.1,5.6,178.5,762.3
chicken_breast,protein,214.2,g,369.5,69.4,8.1,0.0,0.0,13.4,0.0,0.0,0.5,33.6,2.3,573.3,165.7
peanut,nut,44.6,g,258.9,11.9,22.4,7.3,3.9,0.0,0.0,0.0,3.8,42.0,2.1,321.9,8.2
almond,nut,267.0,g,1471.0,53.4,127.0,55.9,31.8,0.0,0.0,0.0,65.1,683.4,9.4,1862.3,2.5
bread,grain,283.7,g,725.7,24.6,8.8,134.2,7.4,0.0,0.0,0.0,0.6,134.2,9.9,314.9,1344.6
yogurt,dairy,392.3,g,237.1,40.2,1.6,14.5,0.0,108.5,2.0,0.4,0.2,442.0,0.3,566.5,144.6
banana,fruit,480.6,g,420.0,5.2,1.4,108.5,12.3,14.2,41.1,0.0,0.5,23.6,1.2,1689.4,4.7
beef,protein,219.4,g,561.5,58.4,33.7,0.0,0.0,0.0,0.0,0.0,0.3,40.4,5.8,714.2,161.7
cheese,dairy,413.7,g,1699.0,105.7,139.5,5.5,0.0,1120.0,0.0,2.5,0.9,3047.2,2.9,414.2,2624.6
broccoli,vegetable,455.7,g,153.3,12.6,1.8,31.6,11.7,2808.6,402.1,0.0,3.5,211.9,3.3,1424.6,148.8
grape,fruit,169.2,g,106.7,1.0,0.3,27.5,1.5,5.2,5.5,0.0,0.3,17.2,0.6,328.8,3.4
spinach,vegetable,129.8,g,30.8,3.9,0.5,5.4,2.9,627.8,37.6,0.0,2.7,132.5,3.6,747.0,105.8
chia_seed,nut,490.9,g,2403.9,84.1,153.3,207.7,170.2,0.0,7.9,0.0,2.5,3121.1,38.2,2013.1,79.1
rice,grain,176.3,g,223.0,4.6,0.5,48.0,0.7,0.0,0.0,0.0,0.2,17.2,0.3,60.0,1.7
tomato,vegetable,286.0,g,51.8,2.6,0.6,11.5,3.5,2397.0,39.4,0.0,1.6,28.8,0.8,682.0,14.4
peanut,nut,249.9,g,1387.9,63.6,119.9,39.2,20.8,0.0,0.0,0.0,20.4,225.2,11.2,1725.7,44.1
grape,fruit,196.7,g,126.9,1.2,0.4,32.8,1.8,6.1,6.6,0.0,0.4,20.5,0.7,391.0,4.1
oatmeal,grain,57.9,g,38.0,1.3,0.8,6.7,0.9,0.0,0.0,0.0,0.0,27.4,0.3,34.1,27.4
egg,protein,404.0,g,595.2,49.9,42.2,4.2,0.0,614.4,0.0,7.7,4.0,215.0,6.7,529.9,476.2
